risk_id,shipment_id,weather_score,traffic_score,congestion_score,transport_score,external_event_score,historical_score,shipment_characteristics_score,overall_risk_score,risk_level,sla_breach_probability,expected_delay_minutes,created_at
RISK01206,CURR01206,3.0,6.14,2.45,1.0,2.12,10.0,1,3.47,MEDIUM,0.439,54,2026-07-01T00:00:00
RISK01207,CURR01207,1.0,1.75,6.8,1.0,1.0,10.0,3,3.37,MEDIUM,0.342,92,2026-07-01T00:00:00
RISK01208,CURR01208,4.98,1.0,2.15,1.0,3.43,10.0,3,3.37,MEDIUM,0.42,103,2026-07-01T00:00:00
RISK01209,CURR01209,7.0,1.92,2.96,1.0,2.93,10.0,1,3.82,MEDIUM,0.512,65,2026-07-01T00:00:00
RISK01210,CURR01210,4.49,1.0,6.19,1.25,3.7,9.55,1,3.9,MEDIUM,0.597,137,2026-07-01T00:00:00
RISK01211,CURR01211,3.63,4.03,1.0,1.25,1.62,10.0,3,3.18,MEDIUM,0.486,99,2026-07-01T00:00:00
RISK01212,CURR01212,3.3,5.55,1.18,2.5,3.82,10.0,1,3.59,MEDIUM,0.681,204,2026-07-01T00:00:00
RISK01213,CURR01213,3.36,3.89,2.46,1.0,1.32,10.0,1,3.13,MEDIUM,0.398,41,2026-07-01T00:00:00
RISK01214,CURR01214,1.22,1.3,2.35,1.0,1.39,10.0,1,2.3,LOW,0.323,41,2026-07-01T00:00:00
RISK01215,CURR01215,5.52,6.01,5.12,1.0,1.0,10.0,1,4.38,MEDIUM,0.543,128,2026-07-01T00:00:00
RISK01216,CURR01216,3.75,5.54,2.68,1.0,1.0,7.98,1,3.26,MEDIUM,0.483,125,2026-07-01T00:00:00
RISK01217,CURR01217,5.11,1.93,2.8,1.0,1.78,9.55,3,3.45,MEDIUM,0.418,95,2026-07-01T00:00:00
RISK01218,CURR01218,3.43,4.95,4.35,1.0,2.97,10.0,1,3.85,MEDIUM,0.474,29,2026-07-01T00:00:00
RISK01219,CURR01219,8.15,7.18,1.0,1.0,1.0,10.0,1,4.26,MEDIUM,0.641,166,2026-07-01T00:00:00
RISK01220,CURR01220,2.3,2.2,1.0,1.0,3.89,10.0,1,2.63,LOW,0.314,31,2026-07-01T00:00:00
RISK01221,CURR01221,1.0,1.56,3.34,1.25,3.67,10.0,1,2.76,LOW,0.432,90,2026-07-01T00:00:00
RISK01222,CURR01222,2.39,7.52,2.44,1.0,1.0,10.0,3,3.64,MEDIUM,0.41,127,2026-07-01T00:00:00
RISK01223,CURR01223,1.96,4.06,5.94,1.0,2.76,10.0,1,3.72,MEDIUM,0.434,50,2026-07-01T00:00:00
RISK01224,CURR01224,1.0,4.42,4.89,1.0,2.56,10.0,1,3.35,MEDIUM,0.368,12,2026-07-01T00:00:00
RISK01225,CURR01225,3.26,5.68,4.09,1.0,2.13,10.0,1,3.79,MEDIUM,0.462,73,2026-07-01T00:00:00
RISK01226,CURR01226,3.08,2.63,3.74,1.0,1.0,10.0,1,3.11,MEDIUM,0.376,58,2026-07-01T00:00:00
RISK01227,CURR01227,3.61,1.0,1.0,1.25,1.0,10.0,1,2.46,LOW,0.4,78,2026-07-01T00:00:00
RISK01228,CURR01228,1.56,1.0,1.03,1.0,3.42,10.0,1,2.26,LOW,0.271,21,2026-07-01T00:00:00
RISK01229,CURR01229,7.26,1.88,4.45,1.0,1.0,10.0,1,3.97,MEDIUM,0.514,117,2026-07-01T00:00:00
RISK01230,CURR01230,4.42,6.0,4.96,1.0,1.29,10.0,3,4.35,MEDIUM,0.582,90,2026-07-01T00:00:00
RISK01231,CURR01231,8.77,6.44,4.94,2.5,3.77,10.0,3,5.76,HIGH,0.95,198,2026-07-01T00:00:00
RISK01232,CURR01232,1.6,1.0,1.0,1.25,2.23,10.0,1,2.18,LOW,0.369,81,2026-07-01T00:00:00
RISK01233,CURR01233,6.11,3.35,3.29,1.25,3.46,10.0,1,4.02,MEDIUM,0.651,156,2026-07-01T00:00:00
RISK01234,CURR01234,1.02,1.0,2.65,1.0,1.0,9.53,1,2.19,LOW,0.291,42,2026-07-01T00:00:00
RISK01235,CURR01235,1.25,1.0,6.52,1.0,1.43,10.0,1,3.1,MEDIUM,0.35,29,2026-07-01T00:00:00
RISK01236,CURR01236,1.63,1.46,1.0,1.0,1.0,10.0,1,2.1,LOW,0.224,6,2026-07-01T00:00:00
RISK01237,CURR01237,5.8,2.62,4.69,1.0,1.0,10.0,1,3.84,MEDIUM,0.474,146,2026-07-01T00:00:00
RISK01238,CURR01238,4.42,5.0,2.93,1.0,1.0,10.0,1,3.57,MEDIUM,0.451,61,2026-07-01T00:00:00
RISK01239,CURR01239,5.4,7.16,6.89,2.5,1.0,10.0,1,5.11,HIGH,0.852,220,2026-07-01T00:00:00
RISK01240,CURR01240,2.08,2.67,3.56,1.0,2.69,10.0,1,3.05,MEDIUM,0.364,36,2026-07-01T00:00:00
RISK01241,CURR01241,7.85,7.67,4.58,1.0,3.97,5.0,1,4.78,MEDIUM,0.679,118,2026-07-01T00:00:00
RISK01242,CURR01242,1.0,1.63,2.47,1.0,3.95,10.0,1,2.58,LOW,0.281,8,2026-07-01T00:00:00
RISK01243,CURR01243,1.41,3.02,2.29,1.0,1.76,10.0,1,2.62,LOW,0.307,18,2026-07-01T00:00:00
RISK01244,CURR01244,8.69,1.0,1.0,1.0,1.0,10.0,1,3.44,MEDIUM,0.459,106,2026-07-01T00:00:00
RISK01245,CURR01245,2.59,4.85,4.64,1.0,1.13,10.0,1,3.54,MEDIUM,0.422,78,2026-07-01T00:00:00
RISK01246,CURR01246,2.83,5.62,1.18,1.0,1.0,10.0,1,3.0,LOW,0.364,61,2026-07-01T00:00:00
RISK01247,CURR01247,4.76,3.41,1.0,1.0,1.82,10.0,1,3.1,MEDIUM,0.399,68,2026-07-01T00:00:00
RISK01248,CURR01248,1.32,1.0,1.36,1.0,3.95,10.0,1,2.33,LOW,0.274,28,2026-07-01T00:00:00
RISK01249,CURR01249,6.89,2.11,1.41,1.0,2.48,8.6,1,3.33,MEDIUM,0.463,14,2026-07-01T00:00:00
RISK01250,CURR01250,5.07,2.92,2.86,2.5,1.0,10.0,1,3.6,MEDIUM,0.672,211,2026-07-01T00:00:00
RISK01251,CURR01251,7.2,6.39,6.49,1.25,2.0,9.38,3,5.32,HIGH,0.782,211,2026-07-01T00:00:00
RISK01252,CURR01252,4.31,4.04,1.0,1.0,1.0,10.0,1,3.02,MEDIUM,0.36,64,2026-07-01T00:00:00
RISK01253,CURR01253,4.1,5.97,4.68,1.0,2.17,10.0,1,4.12,MEDIUM,0.58,79,2026-07-01T00:00:00
RISK01254,CURR01254,2.9,1.36,3.45,1.0,1.0,10.0,3,3.02,MEDIUM,0.328,67,2026-07-01T00:00:00
RISK01255,CURR01255,6.9,1.0,1.0,1.25,1.92,1.0,1,2.31,LOW,0.495,164,2026-07-01T00:00:00
RISK01256,CURR01256,8.16,5.38,5.58,1.0,1.0,10.0,1,4.9,MEDIUM,0.633,77,2026-07-01T00:00:00
RISK01257,CURR01257,8.92,2.01,2.62,1.0,3.95,10.0,1,4.25,MEDIUM,0.611,106,2026-07-01T00:00:00
RISK01258,CURR01258,3.84,1.05,4.83,1.25,1.0,10.0,3,3.48,MEDIUM,0.524,116,2026-07-01T00:00:00
RISK01259,CURR01259,1.0,1.0,6.87,1.0,3.42,10.0,1,3.32,MEDIUM,0.345,76,2026-07-01T00:00:00
RISK01260,CURR01260,6.49,6.04,2.97,1.0,3.11,10.0,1,4.36,MEDIUM,0.584,138,2026-07-01T00:00:00
RISK01261,CURR01261,2.25,6.53,1.63,1.0,1.34,10.0,1,3.14,MEDIUM,0.386,36,2026-07-01T00:00:00
RISK01262,CURR01262,4.96,7.25,1.36,1.0,2.41,10.0,1,3.84,MEDIUM,0.504,46,2026-07-01T00:00:00
RISK01263,CURR01263,1.72,3.76,1.9,1.0,1.82,10.0,3,2.92,LOW,0.341,38,2026-07-01T00:00:00
RISK01264,CURR01264,7.26,1.0,4.43,1.0,3.78,7.32,1,3.85,MEDIUM,0.573,197,2026-07-01T00:00:00
RISK01265,CURR01265,6.1,5.15,6.46,1.0,1.0,9.95,1,4.63,MEDIUM,0.57,173,2026-07-01T00:00:00
RISK01266,CURR01266,7.36,7.45,6.17,1.0,2.97,9.4,1,5.31,HIGH,0.692,89,2026-07-01T00:00:00
RISK01267,CURR01267,1.0,2.69,1.32,1.0,2.8,9.0,1,2.3,LOW,0.263,20,2026-07-01T00:00:00
RISK01268,CURR01268,3.53,3.37,5.51,1.0,1.0,10.0,1,3.66,MEDIUM,0.439,46,2026-07-01T00:00:00
RISK01269,CURR01269,4.74,7.92,6.5,1.0,2.24,10.0,1,4.91,MEDIUM,0.615,121,2026-07-01T00:00:00
RISK01270,CURR01270,1.0,4.4,3.97,1.0,2.04,10.0,1,3.11,MEDIUM,0.334,65,2026-07-01T00:00:00
RISK01271,CURR01271,8.03,5.79,1.0,1.0,2.4,8.8,1,4.04,MEDIUM,0.623,163,2026-07-01T00:00:00
RISK01272,CURR01272,1.0,4.47,1.0,1.0,3.34,8.53,3,2.71,LOW,0.282,15,2026-07-01T00:00:00
RISK01273,CURR01273,7.38,5.49,1.36,1.0,2.63,8.85,1,3.97,MEDIUM,0.55,31,2026-07-01T00:00:00
RISK01274,CURR01274,2.96,3.82,6.08,1.0,2.78,10.0,1,3.91,MEDIUM,0.533,105,2026-07-01T00:00:00
RISK01275,CURR01275,2.49,3.89,2.73,1.0,3.29,10.0,1,3.21,MEDIUM,0.392,69,2026-07-01T00:00:00
RISK01276,CURR01276,1.0,6.64,1.0,1.0,2.29,10.0,1,2.88,LOW,0.306,56,2026-07-01T00:00:00
RISK01277,CURR01277,1.0,7.44,4.12,1.25,2.49,10.0,3,3.88,MEDIUM,0.524,129,2026-07-01T00:00:00
RISK01278,CURR01278,4.42,4.91,1.1,1.0,1.33,10.0,1,3.22,MEDIUM,0.42,37,2026-07-01T00:00:00
RISK01279,CURR01279,3.29,4.38,3.13,1.25,1.09,10.0,1,3.34,MEDIUM,0.527,131,2026-07-01T00:00:00
RISK01280,CURR01280,1.55,1.0,3.01,1.0,2.35,10.0,1,2.55,LOW,0.282,39,2026-07-01T00:00:00
RISK01281,CURR01281,7.02,3.7,5.66,1.0,1.0,10.0,3,4.64,MEDIUM,0.561,174,2026-07-01T00:00:00
RISK01282,CURR01282,3.75,7.6,1.0,1.0,3.73,10.0,1,3.71,MEDIUM,0.468,99,2026-07-01T00:00:00
RISK01283,CURR01283,3.3,1.3,1.0,1.0,3.23,10.0,1,2.63,LOW,0.331,52,2026-07-01T00:00:00
RISK01284,CURR01284,4.45,3.89,2.98,1.0,1.4,10.0,1,3.46,MEDIUM,0.438,100,2026-07-01T00:00:00
RISK01285,CURR01285,1.39,4.48,5.54,1.25,1.0,10.0,1,3.45,MEDIUM,0.511,162,2026-07-01T00:00:00
RISK01286,CURR01286,2.5,2.74,1.0,1.0,3.22,7.9,3,2.67,LOW,0.311,23,2026-07-01T00:00:00
RISK01287,CURR01287,6.24,1.0,4.72,1.0,3.18,10.0,1,3.91,MEDIUM,0.489,105,2026-07-01T00:00:00
RISK01288,CURR01288,7.43,7.06,4.43,1.0,1.0,10.0,1,4.78,MEDIUM,0.616,107,2026-07-01T00:00:00
RISK01289,CURR01289,5.38,2.41,3.7,1.0,1.0,10.0,1,3.53,MEDIUM,0.457,112,2026-07-01T00:00:00
RISK01290,CURR01290,6.11,7.54,1.46,1.0,2.02,10.0,1,4.1,MEDIUM,0.612,66,2026-07-01T00:00:00
RISK01291,CURR01291,7.11,5.89,5.91,1.0,3.06,10.0,1,5.04,HIGH,0.651,135,2026-07-01T00:00:00
RISK01292,CURR01292,1.0,3.07,1.0,1.0,1.0,10.0,1,2.21,LOW,0.249,13,2026-07-01T00:00:00
RISK01293,CURR01293,6.27,6.15,5.11,1.0,1.52,10.0,1,4.6,MEDIUM,0.593,55,2026-07-01T00:00:00
RISK01294,CURR01294,1.98,2.14,6.62,1.0,2.12,10.0,1,3.5,MEDIUM,0.412,55,2026-07-01T00:00:00
RISK01295,CURR01295,5.39,7.52,1.0,1.0,2.92,10.0,1,3.95,MEDIUM,0.519,38,2026-07-01T00:00:00
RISK01296,CURR01296,1.0,1.88,3.18,1.0,2.95,10.0,1,2.66,LOW,0.275,21,2026-07-01T00:00:00
RISK01297,CURR01297,2.52,1.61,1.0,1.0,1.7,10.0,1,2.37,LOW,0.289,32,2026-07-01T00:00:00
RISK01298,CURR01298,1.05,3.37,4.49,1.0,3.85,10.0,1,3.25,MEDIUM,0.374,78,2026-07-01T00:00:00
RISK01299,CURR01299,1.16,1.15,6.39,2.5,2.87,7.7,1,3.21,MEDIUM,0.595,168,2026-07-01T00:00:00
RISK01300,CURR01300,5.73,1.0,5.08,1.0,3.0,10.0,1,3.86,MEDIUM,0.501,72,2026-07-01T00:00:00
RISK01301,CURR01301,5.31,1.73,3.57,1.0,1.17,10.0,1,3.4,MEDIUM,0.441,120,2026-07-01T00:00:00
RISK01302,CURR01302,5.12,7.5,1.0,1.0,2.12,10.0,1,3.81,MEDIUM,0.498,66,2026-07-01T00:00:00
RISK01303,CURR01303,5.55,1.0,2.02,1.0,1.84,10.0,1,3.1,MEDIUM,0.391,34,2026-07-01T00:00:00
RISK01304,CURR01304,6.5,1.38,3.26,1.0,3.32,10.0,3,3.94,MEDIUM,0.491,80,2026-07-01T00:00:00
RISK01305,CURR01305,5.5,2.62,1.0,1.0,1.0,10.0,3,3.24,MEDIUM,0.397,29,2026-07-01T00:00:00
RISK01306,CURR01306,1.0,5.04,4.09,1.0,3.21,10.0,1,3.35,MEDIUM,0.385,49,2026-07-01T00:00:00
RISK01307,CURR01307,1.78,6.05,4.99,1.0,3.57,10.0,1,3.87,MEDIUM,0.524,97,2026-07-01T00:00:00
RISK01308,CURR01308,4.67,5.01,2.76,1.0,1.09,10.0,1,3.6,MEDIUM,0.458,48,2026-07-01T00:00:00
RISK01309,CURR01309,1.0,6.9,5.35,1.0,2.97,10.0,1,3.85,MEDIUM,0.483,105,2026-07-01T00:00:00
RISK01310,CURR01310,8.43,4.66,1.0,2.5,1.39,10.0,1,4.2,MEDIUM,0.798,170,2026-07-01T00:00:00
RISK01311,CURR01311,8.19,7.79,4.27,1.0,1.21,10.0,1,5.03,HIGH,0.668,158,2026-07-01T00:00:00
RISK01312,CURR01312,7.98,7.32,6.16,1.0,2.13,10.0,1,5.39,HIGH,0.705,158,2026-07-01T00:00:00
RISK01313,CURR01313,2.5,1.0,4.51,1.0,2.75,10.0,1,3.08,MEDIUM,0.361,36,2026-07-01T00:00:00
RISK01314,CURR01314,1.17,3.18,3.74,1.0,2.14,10.0,1,2.92,LOW,0.398,78,2026-07-01T00:00:00
RISK01315,CURR01315,1.24,7.08,6.05,2.5,1.41,1.0,3,3.44,MEDIUM,0.657,166,2026-07-01T00:00:00
RISK01316,CURR01316,7.74,3.36,3.32,1.0,1.0,8.25,1,3.89,MEDIUM,0.582,82,2026-07-01T00:00:00
RISK01317,CURR01317,6.0,5.44,2.02,1.0,3.8,10.0,1,4.05,MEDIUM,0.544,68,2026-07-01T00:00:00
RISK01318,CURR01318,1.0,5.94,3.42,1.0,3.73,8.03,1,3.2,MEDIUM,0.365,80,2026-07-01T00:00:00
RISK01319,CURR01319,1.0,1.0,4.78,1.0,2.89,10.0,1,2.85,LOW,0.291,56,2026-07-01T00:00:00
RISK01320,CURR01320,7.02,4.56,4.7,1.0,1.76,10.0,3,4.65,MEDIUM,0.65,148,2026-07-01T00:00:00
RISK01321,CURR01321,3.22,1.0,6.21,1.0,1.0,10.0,1,3.39,MEDIUM,0.374,23,2026-07-01T00:00:00
RISK01322,CURR01322,1.0,1.62,1.0,2.5,1.0,10.0,1,2.22,LOW,0.443,126,2026-07-01T00:00:00
RISK01323,CURR01323,5.9,1.0,1.0,1.0,1.0,10.0,1,2.88,LOW,0.354,68,2026-07-01T00:00:00
RISK01324,CURR01324,1.29,7.55,2.6,1.0,3.83,10.0,1,3.54,MEDIUM,0.439,71,2026-07-01T00:00:00
RISK01325,CURR01325,1.0,5.6,2.1,1.25,1.0,10.0,3,3.05,MEDIUM,0.415,96,2026-07-01T00:00:00
RISK01326,CURR01326,4.59,1.12,5.79,1.0,1.67,10.0,1,3.66,MEDIUM,0.452,99,2026-07-01T00:00:00
RISK01327,CURR01327,2.35,5.5,5.22,2.5,2.54,10.0,3,4.27,MEDIUM,0.715,186,2026-07-01T00:00:00
RISK01328,CURR01328,4.87,2.77,5.56,1.0,2.62,8.33,1,3.85,MEDIUM,0.49,130,2026-07-01T00:00:00
RISK01329,CURR01329,6.57,1.41,5.45,1.0,2.82,10.0,1,4.15,MEDIUM,0.541,60,2026-07-01T00:00:00
RISK01330,CURR01330,4.75,2.34,4.59,1.0,3.07,10.0,1,3.78,MEDIUM,0.54,88,2026-07-01T00:00:00
RISK01331,CURR01331,2.99,2.75,6.55,1.0,2.87,10.0,1,3.86,MEDIUM,0.456,59,2026-07-01T00:00:00
RISK01332,CURR01332,5.21,1.0,3.89,1.25,1.0,10.0,1,3.36,MEDIUM,0.525,109,2026-07-01T00:00:00
RISK01333,CURR01333,5.24,4.5,6.01,1.0,2.57,10.0,1,4.43,MEDIUM,0.56,132,2026-07-01T00:00:00
RISK01334,CURR01334,8.01,1.0,4.52,1.0,3.13,10.0,1,4.22,MEDIUM,0.545,145,2026-07-01T00:00:00
RISK01335,CURR01335,7.84,1.27,3.86,1.0,3.29,10.0,1,4.11,MEDIUM,0.55,123,2026-07-01T00:00:00
RISK01336,CURR01336,3.39,5.86,4.68,1.0,1.64,10.0,1,3.91,MEDIUM,0.493,90,2026-07-01T00:00:00
RISK01337,CURR01337,1.18,3.88,4.96,1.0,3.28,6.98,1,3.09,MEDIUM,0.375,47,2026-07-01T00:00:00
RISK01338,CURR01338,3.3,1.45,3.42,1.0,2.49,10.0,3,3.26,MEDIUM,0.375,58,2026-07-01T00:00:00
RISK01339,CURR01339,3.94,1.0,2.06,1.0,2.52,10.0,1,2.85,LOW,0.422,62,2026-07-01T00:00:00
RISK01340,CURR01340,5.62,6.74,2.34,1.0,1.0,9.22,1,3.88,MEDIUM,0.504,97,2026-07-01T00:00:00
RISK01341,CURR01341,3.73,1.0,1.19,1.0,1.0,10.0,1,2.48,LOW,0.307,73,2026-07-01T00:00:00
RISK01342,CURR01342,3.49,5.01,2.26,1.0,1.0,10.0,1,3.25,MEDIUM,0.405,52,2026-07-01T00:00:00
RISK01343,CURR01343,1.17,5.17,5.42,1.0,1.79,10.0,1,3.52,MEDIUM,0.4,38,2026-07-01T00:00:00
RISK01344,CURR01344,7.61,2.79,5.27,1.0,2.43,10.0,1,4.49,MEDIUM,0.592,55,2026-07-01T00:00:00
RISK01345,CURR01345,1.5,4.21,3.3,1.0,1.84,10.0,3,3.23,MEDIUM,0.356,50,2026-07-01T00:00:00
RISK01346,CURR01346,6.72,1.82,5.15,1.0,1.0,10.0,1,4.0,MEDIUM,0.505,50,2026-07-01T00:00:00
RISK01347,CURR01347,7.74,6.74,4.98,1.0,3.93,10.0,1,5.2,HIGH,0.687,98,2026-07-01T00:00:00
RISK01348,CURR01348,4.04,4.37,1.0,1.0,1.55,10.0,1,3.07,MEDIUM,0.387,99,2026-07-01T00:00:00
RISK01349,CURR01349,5.56,3.28,6.84,1.0,1.31,9.2,1,4.27,MEDIUM,0.533,93,2026-07-01T00:00:00
RISK01350,CURR01350,1.0,2.44,2.28,2.5,2.5,7.58,1,2.5,LOW,0.523,156,2026-07-01T00:00:00
RISK01351,CURR01351,6.33,6.8,3.54,1.0,3.16,10.0,1,4.56,MEDIUM,0.605,125,2026-07-01T00:00:00
RISK01352,CURR01352,6.31,5.04,1.15,1.0,1.76,8.33,1,3.51,MEDIUM,0.547,91,2026-07-01T00:00:00
RISK01353,CURR01353,1.0,4.64,1.22,1.0,3.01,10.0,1,2.69,LOW,0.295,49,2026-07-01T00:00:00
RISK01354,CURR01354,8.71,3.11,1.0,1.0,3.39,10.0,1,4.0,MEDIUM,0.606,96,2026-07-01T00:00:00
RISK01355,CURR01355,6.66,1.63,1.83,1.0,2.99,10.0,3,3.69,MEDIUM,0.475,88,2026-07-01T00:00:00
RISK01356,CURR01356,7.31,3.1,1.0,1.0,1.0,10.0,1,3.48,MEDIUM,0.527,107,2026-07-01T00:00:00
RISK01357,CURR01357,2.75,7.31,1.36,1.0,1.0,9.53,1,3.22,MEDIUM,0.39,69,2026-07-01T00:00:00
RISK01358,CURR01358,1.0,3.86,1.21,1.25,2.9,10.0,3,2.8,LOW,0.412,86,2026-07-01T00:00:00
RISK01359,CURR01359,7.34,5.95,4.59,1.0,3.6,10.0,1,4.89,MEDIUM,0.653,70,2026-07-01T00:00:00
RISK01360,CURR01360,6.38,3.51,1.0,1.25,3.77,10.0,1,3.67,MEDIUM,0.626,92,2026-07-01T00:00:00
RISK01361,CURR01361,7.76,3.53,2.43,1.0,2.15,10.0,1,4.03,MEDIUM,0.549,90,2026-07-01T00:00:00
RISK01362,CURR01362,8.46,2.62,5.5,1.0,1.0,7.15,1,4.25,MEDIUM,0.568,185,2026-07-01T00:00:00
RISK01363,CURR01363,7.52,3.03,6.99,1.0,2.1,10.0,1,4.82,MEDIUM,0.627,145,2026-07-01T00:00:00
RISK01364,CURR01364,1.08,5.59,6.75,1.0,1.0,10.0,1,3.75,MEDIUM,0.415,66,2026-07-01T00:00:00
RISK01365,CURR01365,5.89,1.34,5.74,1.0,2.72,10.0,1,4.05,MEDIUM,0.518,28,2026-07-01T00:00:00
RISK01366,CURR01366,6.83,1.85,3.38,1.0,1.82,10.0,3,3.95,MEDIUM,0.497,66,2026-07-01T00:00:00
RISK01367,CURR01367,2.4,2.24,6.27,1.0,3.45,10.0,1,3.67,MEDIUM,0.428,82,2026-07-01T00:00:00
RISK01368,CURR01368,7.52,1.0,4.39,1.0,1.0,10.0,3,4.08,MEDIUM,0.488,114,2026-07-01T00:00:00
RISK01369,CURR01369,4.72,5.36,3.15,1.0,1.03,10.0,1,3.73,MEDIUM,0.474,149,2026-07-01T00:00:00
RISK01370,CURR01370,3.0,7.03,1.0,1.0,2.71,7.67,1,3.14,MEDIUM,0.4,52,2026-07-01T00:00:00
RISK01371,CURR01371,1.0,1.92,1.88,1.25,1.88,10.0,1,2.34,LOW,0.384,77,2026-07-01T00:00:00
RISK01372,CURR01372,7.75,1.1,2.64,1.0,2.03,10.0,1,3.7,MEDIUM,0.5,74,2026-07-01T00:00:00
RISK01373,CURR01373,1.83,4.59,4.71,1.25,1.3,10.0,1,3.41,MEDIUM,0.518,110,2026-07-01T00:00:00
RISK01374,CURR01374,2.25,7.09,2.02,1.0,1.0,10.0,1,3.27,MEDIUM,0.393,63,2026-07-01T00:00:00
RISK01375,CURR01375,6.65,1.83,1.96,1.0,2.07,10.0,1,3.45,MEDIUM,0.472,102,2026-07-01T00:00:00
RISK01376,CURR01376,8.09,6.98,2.87,1.0,1.86,10.0,1,4.67,MEDIUM,0.691,175,2026-07-01T00:00:00
RISK01377,CURR01377,8.49,2.94,3.32,1.0,3.48,10.0,1,4.4,MEDIUM,0.606,45,2026-07-01T00:00:00
RISK01378,CURR01378,6.69,3.84,1.26,2.5,3.01,10.0,1,3.94,MEDIUM,0.757,245,2026-07-01T00:00:00
RISK01379,CURR01379,1.0,3.95,4.06,1.0,1.0,10.0,1,2.95,LOW,0.292,39,2026-07-01T00:00:00
RISK01380,CURR01380,1.0,6.36,3.97,1.0,3.16,10.0,1,3.51,MEDIUM,0.413,39,2026-07-01T00:00:00
RISK01381,CURR01381,8.43,7.12,1.0,1.25,2.79,10.0,1,4.52,MEDIUM,0.742,111,2026-07-01T00:00:00
RISK01382,CURR01382,1.0,1.59,6.52,1.0,3.49,7.32,1,3.07,MEDIUM,0.345,4,2026-07-01T00:00:00
RISK01383,CURR01383,1.17,5.68,2.68,1.0,2.43,10.0,1,3.12,MEDIUM,0.376,95,2026-07-01T00:00:00
RISK01384,CURR01384,7.64,1.0,6.71,1.0,3.89,8.85,1,4.54,MEDIUM,0.589,136,2026-07-01T00:00:00
RISK01385,CURR01385,8.46,2.74,1.45,1.0,2.57,10.0,1,3.9,MEDIUM,0.546,125,2026-07-01T00:00:00
RISK01386,CURR01386,5.67,6.02,1.0,1.0,3.3,10.0,1,3.82,MEDIUM,0.508,87,2026-07-01T00:00:00
RISK01387,CURR01387,7.26,1.0,4.45,1.0,2.13,10.0,3,4.16,MEDIUM,0.516,84,2026-07-01T00:00:00
RISK01388,CURR01388,1.17,6.25,3.04,1.0,1.0,8.33,1,2.96,LOW,0.341,88,2026-07-01T00:00:00
RISK01389,CURR01389,3.14,5.84,3.32,1.0,1.0,10.0,1,3.52,MEDIUM,0.423,85,2026-07-01T00:00:00
RISK01390,CURR01390,5.12,5.54,1.0,1.0,3.86,10.0,1,3.69,MEDIUM,0.486,31,2026-07-01T00:00:00
RISK01391,CURR01391,8.46,1.0,5.83,1.0,1.0,10.0,1,4.36,MEDIUM,0.551,67,2026-07-01T00:00:00
RISK01392,CURR01392,3.4,5.65,1.26,1.0,1.27,10.0,1,3.16,MEDIUM,0.406,46,2026-07-01T00:00:00
RISK01393,CURR01393,5.86,3.83,4.24,1.25,1.0,10.0,1,3.98,MEDIUM,0.63,124,2026-07-01T00:00:00
RISK01394,CURR01394,5.42,3.15,1.09,1.0,3.39,10.0,1,3.36,MEDIUM,0.455,78,2026-07-01T00:00:00
RISK01395,CURR01395,6.84,1.0,2.57,1.0,2.3,10.0,1,3.51,MEDIUM,0.458,128,2026-07-01T00:00:00
RISK01396,CURR01396,3.5,5.1,1.05,1.25,1.0,10.0,1,3.06,MEDIUM,0.499,71,2026-07-01T00:00:00
RISK01397,CURR01397,1.0,4.59,5.71,1.0,2.18,10.0,1,3.5,MEDIUM,0.388,48,2026-07-01T00:00:00
RISK01398,CURR01398,6.93,3.52,6.12,1.0,1.0,10.0,1,4.49,MEDIUM,0.579,110,2026-07-01T00:00:00
RISK01399,CURR01399,7.58,6.53,1.0,1.0,1.0,10.0,1,4.05,MEDIUM,0.593,89,2026-07-01T00:00:00
RISK01400,CURR01400,5.6,5.53,2.5,1.0,1.05,10.0,1,3.8,MEDIUM,0.496,66,2026-07-01T00:00:00
RISK01401,CURR01401,8.99,1.0,1.73,1.0,1.0,10.0,1,3.64,MEDIUM,0.554,165,2026-07-01T00:00:00
RISK01402,CURR01402,5.81,2.36,2.86,1.0,1.19,10.0,3,3.66,MEDIUM,0.453,81,2026-07-01T00:00:00
RISK01403,CURR01403,7.3,7.39,5.32,1.25,2.92,9.18,1,5.13,HIGH,0.795,224,2026-07-01T00:00:00
RISK01404,CURR01404,1.78,4.67,5.73,1.0,1.0,9.1,1,3.46,MEDIUM,0.396,20,2026-07-01T00:00:00
RISK01405,CURR01405,1.0,7.4,1.47,1.0,1.0,8.03,1,2.76,LOW,0.331,76,2026-07-01T00:00:00
RISK01406,CURR01406,4.17,1.06,3.88,1.0,3.87,10.0,3,3.61,MEDIUM,0.423,65,2026-07-01T00:00:00
RISK01407,CURR01407,5.78,1.0,3.1,1.25,1.0,10.0,1,3.31,MEDIUM,0.531,117,2026-07-01T00:00:00
RISK01408,CURR01408,1.0,3.95,1.0,1.0,1.0,10.0,1,2.34,LOW,0.238,34,2026-07-01T00:00:00
RISK01409,CURR01409,7.31,2.94,1.6,1.0,2.48,10.0,1,3.72,MEDIUM,0.515,160,2026-07-01T00:00:00
RISK01410,CURR01410,8.6,7.96,4.87,1.0,3.1,10.0,1,5.45,HIGH,0.73,199,2026-07-01T00:00:00
RISK01411,CURR01411,6.51,3.46,3.95,1.0,1.69,10.0,1,4.03,MEDIUM,0.526,131,2026-07-01T00:00:00
